index,dataset,BLEU,SacreBLEU,chrF++,ROUGE1,ROUGE2,ROUGEL,ROUGELsum,BLEU_latin,SacreBLEU_latin,chrF++_latin,ROUGE1_latin,ROUGE2_latin,ROUGEL_latin,ROUGELsum_latin,prompt_id
90,nusax_mt_nij_eng_seacrowd_t2t,1.2235867062781403,1.1098467762769926,24.408914314401393,15.735218003233879,2.683606419872625,11.636600717264715,12.571413925443078,1.2222717144877338,1.1086397778530952,24.404231124305507,15.730062482976065,2.6797633051925356,11.604949893727925,12.57697410486755,0
91,nusax_mt_mad_eng_seacrowd_t2t,1.1158651109740243,0.9635839326565699,23.712728315181973,15.10674243781561,2.2907406964356327,10.911267692453599,11.847319850531607,1.115399567614108,0.9631750692531598,23.712103336030633,15.096092730569938,2.305042003950162,10.901057787418424,11.879577079644053,0
92,nusax_mt_bjn_eng_seacrowd_t2t,2.9415388278170953,2.7161429742763077,29.045880972985444,21.339644460551316,6.0102386423813545,16.477729978306982,17.699353721299882,2.944899642832842,2.7198407555421875,29.045542310449296,21.34870234171461,6.015755904966847,16.47582733248824,17.72249881786305,0
93,facqa_seacrowd_qa,1.9473052763788437,1.953957767307875,19.66682395135831,10.208345681812697,6.1076727653788,10.1230493485337,10.109976073063878,1.9473052763788437,1.953957767307875,19.66682395135831,10.165844167881072,6.094192495236516,10.125681933188801,10.140995064727568,0
94,iapp_squad_seacrowd_qa,4.818438762067664,2.6983731185520115,28.610736958483795,5.585706085356601,2.421083459769931,5.633809556771861,5.606628495444497,0.46096665798977454,0.5343695118159608,3.1017799669471198,4.256805081147865,1.4210483996062295,4.241676584512167,4.253079148215642,0
95,qasina_seacrowd_qa,2.8444106389757757,2.56934341150065,21.44275379142879,15.30383301991317,10.365965443402217,15.218079793842046,15.285698129607777,2.8442210285245686,2.569006578839638,21.441937280358143,15.339093001492115,10.316998906545727,15.323750591362753,15.261761140208474,0
96,mkqa_khm_seacrowd_qa,0.07006917451757841,0.018806935937346902,3.214095940362769,0.6053536962078564,0.12815283348029055,0.5939237398525122,0.5922612936987067,0.0,0.01843858626504299,3.0454952727115487,0.46416522967701274,0.08203564632237967,0.45745560094369786,0.45814985910327466,0
97,mkqa_zsm_seacrowd_qa,0.05510789466957532,0.06358291226384483,4.771222691863699,0.9670332803862216,0.3328745026075867,0.9578337061180593,0.9573453247760214,0.05467514502206432,0.06344806744606053,4.768822402900312,0.965140667364833,0.3309482085389221,0.9539387737008652,0.9530702716721993,0
98,mkqa_tha_seacrowd_qa,0.027767493639142896,0.016932101670275503,1.5147031292770572,0.5073081468243419,0.06485610220691415,0.48834586186063,0.4793897263986694,0.013814007948852878,0.01619368308519587,0.9989116294416232,0.48104545486407946,0.06268688444145258,0.46346837304012617,0.4598081940103855,0
99,mkqa_vie_seacrowd_qa,0.04828957388555592,0.05541057559567689,4.254437810967752,1.1803967534402453,0.351833444858758,1.1406136779935425,1.1374356750762808,0.03705945954081427,0.04446785019426282,4.140356434102482,0.9466158328850526,0.23999218322215385,0.9300574818453404,0.9303446013458484,0
